,linear_pre,linear_post,post_const,pre_const,gap_const,enso,qboA,qboB,solar,pre_tropop,temp_sur,AO,NOI,EA,AOD
2018-01,-0.0,1.800173857094944,1.0,0.0,0.0,-0.623,-1.1942625789296968,0.6940617242134045,-1.1430962613160922,,,,,,
2018-02,-0.0,1.8086613688166082,1.0,0.0,0.0,-0.731,-1.3399977234852232,0.33896847247409045,-1.1430962613160922,,,,,,
2018-03,-0.0,1.816327508436176,1.0,0.0,0.0,-0.502,-1.3773240350689366,0.4333274337215648,-1.1430962613160922,,,,,,
2018-04,-0.0,1.8248150201578404,1.0,0.0,0.0,-0.43200000000000005,-1.2147582745082537,0.9487885409284277,-1.1430962613160922,,,,,,
2018-05,-0.0,1.833028741178806,1.0,0.0,0.0,0.465,-0.878466399705435,1.4622408256282204,-1.1430962613160922,,,,,,
2018-06,-0.0,1.8415162529004703,1.0,0.0,0.0,0.469,-0.14543001570245948,1.8783822036180835,-1.1430962613160922,,,,,,
2018-07,-0.0,1.849729973921436,1.0,0.0,0.0,0.076,0.3851815362475301,1.836900571763355,-1.1430962613160922,,,,,,
2018-08,-0.0,1.8582174856431002,1.0,0.0,0.0,0.132,0.8046694910412139,1.7433067631983288,-1.1430962613160922,,,,,,
2018-09,-0.0,1.8667049973647647,1.0,0.0,0.0,0.509,1.1856632905778748,1.3429239378776054,-1.1430962613160922,,,,,,
2018-10,-0.0,1.87491871838573,1.0,0.0,0.0,0.46799999999999997,1.351891189699678,0.9331598825173011,-1.1430962613160922,,,,,,
2018-11,-0.0,1.8834062301073946,1.0,0.0,0.0,0.698,1.6462194918107946,0.40134390721095453,-1.1430962613160922,,,,,,
2018-12,-0.0,1.89161995112836,1.0,0.0,0.0,0.698,1.642771466700707,-0.09320614409756432,-1.1430962613160922,,,,,,
